0 1 2 3 5.7627
0 1 4 28 5.88014
0 1 4 29 5.75555
0 1 4 30 5.79809
0 1 4 31 5.77193
0 1 4 32 4.79715
0 1 4 33 4.15863
0 1 5 6 6.02725
0 1 5 7 6.01351
0 1 5 8 5.71587
0 1 5 9 5.94465
0 1 5 10 6.02725
0 1 5 11 6.02725
0 1 5 12 6.02645
0 1 5 13 5.93084
0 1 5 14 5.88461
0 1 5 15 5.88461
0 1 5 16 6.02725
0 1 5 17 6.02725
0 1 5 18 5.88461
0 1 5 19 5.9909
0 1 5 20 5.88461
0 1 5 21 6.02725
0 1 5 22 5.88461
0 1 5 23 5.70399
0 1 5 24 5.99277
0 1 5 25 5.98449
0 1 5 26 5.94058
0 1 5 27 5.84907
0 1 5 28 5.88014
0 1 5 29 5.75555
0 1 5 30 5.79809
0 1 5 31 5.77193
0 1 5 32 4.79715
0 1 5 33 4.15863
0 1 6 7 6.01351
0 1 6 8 5.71587
0 1 6 9 5.94465
0 1 6 10 6.02725
0 1 6 11 6.02725
0 1 6 12 6.02645
0 1 6 13 5.93084
0 1 6 14 5.88461
0 1 6 15 5.88461
0 1 6 16 6.02725
0 1 6 17 6.02725
0 1 6 18 5.88461
0 1 6 19 5.9909
0 1 6 20 5.88461
0 1 6 21 6.02725
0 1 6 22 5.88461
0 1 6 23 5.70399
0 1 6 24 5.99277
0 1 6 25 5.98449
0 1 6 26 5.94058
0 1 6 27 5.84907
0 1 6 28 5.88014
0 1 6 29 5.75555
0 1 6 30 5.79809
0 1 6 31 5.77193
0 1 6 32 4.79715
0 1 6 33 4.15863
0 1 7 8 5.70349
0 1 7 9 5.93247
0 1 7 10 6.01351
0 1 7 11 6.01351
0 1 7 12 6.01292
0 1 7 13 5.92121
0 1 7 14 5.86884
0 1 7 15 5.86884
0 1 7 16 6.01351
0 1 7 17 6.01351
0 1 7 18 5.86884
0 1 7 19 5.97655
0 1 7 20 5.86884
0 1 7 21 6.01351
0 1 7 22 5.86884
0 1 7 23 5.68562
0 1 7 24 5.9787
0 1 7 25 5.97008
0 1 7 26 5.92545
0 1 7 27 5.83663
0 1 7 28 5.86784
0 1 7 29 5.73735
0 1 7 30 5.78184
0 1 7 31 5.75521
0 1 7 32 4.7697
0 1 7 33 4.08714
0 1 8 9 5.62525
0 1 8 10 5.71587
0 1 8 11 5.71587
0 1 8 12 5.71502
0 1 8 13 5.61114
0 1 8 14 5.56332
0 1 8 15 5.56332
0 1 8 16 5.71587
0 1 8 17 5.71587
0 1 8 18 5.56332
0 1 8 19 5.67577
0 1 8 20 5.56332
0 1 8 21 5.71587
0 1 8 22 5.56332
0 1 8 23 5.33732
0 1 8 24 5.67222
0 1 8 25 5.66133
0 1 8 26 5.61679
0 1 8 27 5.52724
0 1 8 28 5.56593
0 1 8 29 5.40975
0 1 8 30 5.56332
0 1 8 31 5.43479
0 1 8 32 4.58845
0 1 8 33 3.86017
0 1 9 10 5.94465
0 1 9 11 5.94465
0 1 9 12 5.94389
0 1 9 13 5.8449
0 1 9 14 5.78283
0 1 9 15 5.78283
0 1 9 16 5.94465
0 1 9 17 5.94465
0 1 9 18 5.78283
0 1 9 19 5.90025
0 1 9 20 5.78283
0 1 9 21 5.94465
0 1 9 22 5.78283
0 1 9 23 5.59248
0 1 9 24 5.90867
0 1 9 25 5.89947
0 1 9 26 5.8563
0 1 9 27 5.76142
0 1 9 28 5.79372
0 1 9 29 5.64748
0 1 9 30 5.70898
0 1 9 31 5.68051
0 1 9 32 4.63947
0 1 9 33 4.12866
0 1 10 11 6.02725
0 1 10 12 6.02645
0 1 10 13 5.93084
0 1 10 14 5.88461
0 1 10 15 5.88461
0 1 10 16 6.02725
0 1 10 17 6.02725
0 1 10 18 5.88461
0 1 10 19 5.9909
0 1 10 20 5.88461
0 1 10 21 6.02725
0 1 10 22 5.88461
0 1 10 23 5.70399
0 1 10 24 5.99277
0 1 10 25 5.98449
0 1 10 26 5.94058
0 1 10 27 5.84907
0 1 10 28 5.88014
0 1 10 29 5.75555
0 1 10 30 5.79809
0 1 10 31 5.77193
0 1 10 32 4.79715
0 1 10 33 4.15863
0 1 11 12 6.02645
0 1 11 13 5.93084
0 1 11 14 5.88461
0 1 11 15 5.88461
0 1 11 16 6.02725
0 1 11 17 6.02725
0 1 11 18 5.88461
0 1 11 19 5.9909
0 1 11 20 5.88461
0 1 11 21 6.02725
0 1 11 22 5.88461
0 1 11 23 5.70399
0 1 11 24 5.99277
0 1 11 25 5.98449
0 1 11 26 5.94058
0 1 11 27 5.84907
0 1 11 28 5.88014
0 1 11 29 5.75555
0 1 11 30 5.79809
0 1 11 31 5.77193
0 1 11 32 4.79715
0 1 11 33 4.15863
0 1 12 13 5.93055
0 1 12 14 5.88366
0 1 12 15 5.88366
0 1 12 16 6.02645
0 1 12 17 6.02645
0 1 12 18 5.88366
0 1 12 19 5.99007
0 1 12 20 5.88366
0 1 12 21 6.02645
0 1 12 22 5.88366
0 1 12 23 5.70282
0 1 12 24 5.99194
0 1 12 25 5.98364
0 1 12 26 5.93968
0 1 12 27 5.84828
0 1 12 28 5.87937
0 1 12 29 5.75442
0 1 12 30 5.79706
0 1 12 31 5.77086
0 1 12 32 4.79437
0 1 12 33 4.15161
0 1 13 14 5.77366
0 1 13 15 5.77366
0 1 13 16 5.93084
0 1 13 17 5.93084
0 1 13 18 5.77366
0 1 13 19 5.88601
0 1 13 20 5.77366
0 1 13 21 5.93084
0 1 13 22 5.77366
0 1 13 23 5.58083
0 1 13 24 5.88741
0 1 13 25 5.87776
0 1 13 26 5.84144
0 1 13 27 5.74783
0 1 13 28 5.78037
0 1 13 29 5.62917
0 1 13 30 5.68545
0 1 13 31 5.66367
0 1 13 32 4.61353
0 1 13 33 4.08714
0 1 14 15 5.73381
0 1 14 16 5.88461
0 1 14 17 5.88461
0 1 14 18 5.73381
0 1 14 19 5.83953
0 1 14 20 5.73381
0 1 14 21 5.88461
0 1 14 22 5.73381
0 1 14 23 5.54107
0 1 14 24 5.84671
0 1 14 25 5.83822
0 1 14 26 5.79514
0 1 14 27 5.69443
0 1 14 28 5.72916
0 1 14 29 5.59219
0 1 14 30 5.64529
0 1 14 31 5.61415
0 1 14 32 4.72594
0 1 14 33 4.1011
0 1 15 16 5.88461
0 1 15 17 5.88461
0 1 15 18 5.73381
0 1 15 19 5.83953
0 1 15 20 5.73381
0 1 15 21 5.88461
0 1 15 22 5.73381
0 1 15 23 5.54107
0 1 15 24 5.84671
0 1 15 25 5.83822
0 1 15 26 5.79514
0 1 15 27 5.69443
0 1 15 28 5.72916
0 1 15 29 5.59219
0 1 15 30 5.64529
0 1 15 31 5.61415
0 1 15 32 4.72594
0 1 15 33 4.1011
0 1 16 17 6.02725
0 1 16 18 5.88461
0 1 16 19 5.9909
0 1 16 20 5.88461
0 1 16 21 6.02725
0 1 16 22 5.88461
0 1 16 23 5.70399
0 1 16 24 5.99277
0 1 16 25 5.98449
0 1 16 26 5.94058
0 1 16 27 5.84907
0 1 16 28 5.88014
0 1 16 29 5.75555
0 1 16 30 5.79809
0 1 16 31 5.77193
0 1 16 32 4.79715
0 1 16 33 4.15863
0 1 17 18 5.88461
0 1 17 19 5.9909
0 1 17 20 5.88461
0 1 17 21 6.02725
0 1 17 22 5.88461
0 1 17 23 5.70399
0 1 17 24 5.99277
0 1 17 25 5.98449
0 1 17 26 5.94058
0 1 17 27 5.84907
0 1 17 28 5.88014
0 1 17 29 5.75555
0 1 17 30 5.79809
0 1 17 31 5.77193
0 1 17 32 4.79715
0 1 17 33 4.15863
0 1 18 19 5.83953
0 1 18 20 5.73381
0 1 18 21 5.88461
0 1 18 22 5.73381
0 1 18 23 5.54107
0 1 18 24 5.84671
0 1 18 25 5.83822
0 1 18 26 5.79514
0 1 18 27 5.69443
0 1 18 28 5.72916
0 1 18 29 5.59219
0 1 18 30 5.64529
0 1 18 31 5.61415
0 1 18 32 4.72594
0 1 18 33 4.1011
0 1 19 20 5.83953
0 1 19 21 5.9909
0 1 19 22 5.83953
0 1 19 23 5.64851
0 1 19 24 5.95588
0 1 19 25 5.94046
0 1 19 26 5.90483
0 1 19 27 5.80465
0 1 19 28 5.83648
0 1 19 29 5.70276
0 1 19 30 5.75338
0 1 19 31 5.72649
0 1 19 32 4.72594
0 1 19 33 4.15863
0 1 20 21 5.88461
0 1 20 22 5.73381
0 1 20 23 5.54107
0 1 20 24 5.84671
0 1 20 25 5.83822
0 1 20 26 5.79514
0 1 20 27 5.69443
0 1 20 28 5.72916
0 1 20 29 5.59219
0 1 20 30 5.64529
0 1 20 31 5.61415
0 1 20 32 4.72594
0 1 20 33 4.1011
0 1 21 22 5.88461
0 1 21 23 5.70399
0 1 21 24 5.99277
0 1 21 25 5.98449
0 1 21 26 5.94058
0 1 21 27 5.84907
0 1 21 28 5.88014
0 1 21 29 5.75555
0 1 21 30 5.79809
0 1 21 31 5.77193
0 1 21 32 4.79715
0 1 21 33 4.15863
0 1 22 23 5.54107
0 1 22 24 5.84671
0 1 22 25 5.83822
0 1 22 26 5.79514
0 1 22 27 5.69443
0 1 22 28 5.72916
0 1 22 29 5.59219
0 1 22 30 5.64529
0 1 22 31 5.61415
0 1 22 32 4.72594
0 1 22 33 4.1011
0 1 23 24 5.67572
0 1 23 25 5.68994
0 1 23 26 5.61761
0 1 23 27 5.57483
0 1 23 28 5.52705
0 1 23 29 5.50141
0 1 23 30 5.43946
0 1 23 31 5.43604
0 1 23 32 4.52012
0 1 23 33 3.92319
0 1 24 25 5.96258
0 1 24 26 5.90392
0 1 24 27 5.83458
0 1 24 28 5.84732
0 1 24 29 5.71553
0 1 24 30 5.75679
0 1 24 31 5.76314
0 1 24 32 4.72324
0 1 24 33 4.10024
0 1 25 26 5.89559
0 1 25 27 5.81191
0 1 25 28 5.8381
0 1 25 29 5.71173
0 1 25 30 5.75476
0 1 25 31 5.75849
0 1 25 32 4.72502
0 1 25 33 4.08753
0 1 26 27 5.75744
0 1 26 28 5.7891
0 1 26 29 5.70276
0 1 26 30 5.70492
0 1 26 31 5.67698
0 1 26 32 4.67082
0 1 26 33 4.15751
0 1 27 28 5.70855
0 1 27 29 5.56598
0 1 27 30 5.59867
0 1 27 31 5.59093
0 1 27 32 4.49465
0 1 27 33 4.01597
0 1 28 29 5.58763
0 1 28 30 5.63612
0 1 28 31 5.68051
0 1 28 32 4.55294
0 1 28 33 4.06547
0 1 29 30 5.50975
0 1 29 31 5.47844
0 1 29 32 4.60205
0 1 29 33 4.01817
0 1 30 31 5.53024
0 1 30 32 4.6596
0 1 30 33 4.01263
0 1 31 32 4.57735
0 1 31 33 3.96455
0 1 32 33 3.2659
0 2 3 4 5.79597
0 2 3 5 5.79597
0 2 3 6 5.79597
0 2 3 7 5.79473
0 2 3 8 5.54115
0 2 3 9 5.74472
0 2 3 10 5.79597
0 2 3 11 5.79597
0 2 3 12 5.79597
0 2 3 13 5.72983
0 2 3 14 5.62844
0 2 3 15 5.62844
0 2 3 16 5.79597
0 2 3 17 5.79473
0 2 3 18 5.62844
0 2 3 19 5.72983
0 2 3 20 5.62844
0 2 3 21 5.79473
0 2 3 22 5.62844
0 2 3 23 5.4343
0 2 3 24 5.75389
0 2 3 25 5.73959
0 2 3 26 5.68614
0 2 3 27 5.66148
0 2 3 28 5.68971
0 2 3 29 5.47547
0 2 3 30 5.51848
0 2 3 31 5.51858
0 2 3 32 4.58531
0 2 3 33 3.68214
0 2 4 5 5.80434
0 2 4 6 5.80434
0 2 4 7 5.80137
0 2 4 8 5.55109
0 2 4 9 5.75336
0 2 4 10 5.80434
0 2 4 11 5.80434
0 2 4 12 5.80405
0 2 4 13 5.73089
0 2 4 14 5.63129
0 2 4 15 5.63129
0 2 4 16 5.80434
0 2 4 17 5.80278
0 2 4 18 5.63129
0 2 4 19 5.72919
0 2 4 20 5.63129
0 2 4 21 5.80278
0 2 4 22 5.63129
0 2 4 23 5.44682
0 2 4 24 5.76294
0 2 4 25 5.74883
0 2 4 26 5.70288
0 2 4 27 5.6712
0 2 4 28 5.69907
0 2 4 29 5.48722
0 2 4 30 5.53124
0 2 4 31 5.53731
0 2 4 32 4.62582
0 2 4 33 3.6908
0 2 5 6 5.80434
0 2 5 7 5.80137
0 2 5 8 5.55109
0 2 5 9 5.75336
0 2 5 10 5.80434
0 2 5 11 5.80434
0 2 5 12 5.80405
0 2 5 13 5.73089
0 2 5 14 5.63129
0 2 5 15 5.63129
0 2 5 16 5.80434
0 2 5 17 5.80278
0 2 5 18 5.63129
0 2 5 19 5.72919
0 2 5 20 5.63129
0 2 5 21 5.80278
0 2 5 22 5.63129
0 2 5 23 5.44682
0 2 5 24 5.76294
0 2 5 25 5.74883
0 2 5 26 5.70288
0 2 5 27 5.6712
0 2 5 28 5.69907
0 2 5 29 5.48722
0 2 5 30 5.53124
0 2 5 31 5.53731
0 2 5 32 4.62582
0 2 5 33 3.6908
0 2 6 7 5.80137
0 2 6 8 5.55109
0 2 6 9 5.75336
0 2 6 10 5.80434
0 2 6 11 5.80434
0 2 6 12 5.80405
0 2 6 13 5.73089
0 2 6 14 5.63129
0 2 6 15 5.63129
0 2 6 16 5.80434
0 2 6 17 5.80278
0 2 6 18 5.63129
0 2 6 19 5.72919
0 2 6 20 5.63129
0 2 6 21 5.80278
0 2 6 22 5.63129
0 2 6 23 5.44682
0 2 6 24 5.76294
0 2 6 25 5.74883
0 2 6 26 5.70288
0 2 6 27 5.6712
0 2 6 28 5.69907
0 2 6 29 5.48722
0 2 6 30 5.53124
0 2 6 31 5.53731
0 2 6 32 4.62582
0 2 6 33 3.6908
0 2 7 8 5.54784
0 2 7 9 5.75026
0 2 7 10 5.80137
0 2 7 11 5.80137
0 2 7 12 5.80115
0 2 7 13 5.72984
0 2 7 14 5.6279
0 2 7 15 5.6279
0 2 7 16 5.80137
0 2 7 17 5.79999
0 2 7 18 5.6279
0 2 7 19 5.72736
0 2 7 20 5.6279
0 2 7 21 5.79999
0 2 7 22 5.6279
0 2 7 23 5.44204
0 2 7 24 5.76719
0 2 7 25 5.74577
0 2 7 26 5.69955
0 2 7 27 5.66789
0 2 7 28 5.69591
0 2 7 29 5.48278
0 2 7 30 5.52992
0 2 7 31 5.5331
0 2 7 32 4.6123
0 2 7 33 3.67692
0 2 8 9 5.50501
0 2 8 10 5.55109
0 2 8 11 5.55109
0 2 8 12 5.55072
0 2 8 13 5.48031
0 2 8 14 5.38667
0 2 8 15 5.38667
0 2 8 16 5.55109
0 2 8 17 5.54958
0 2 8 18 5.38667
0 2 8 19 5.48638
0 2 8 20 5.38667
0 2 8 21 5.54958
0 2 8 22 5.38667
0 2 8 23 5.15553
0 2 8 24 5.50882
0 2 8 25 5.49212
0 2 8 26 5.43907
0 2 8 27 5.40869
0 2 8 28 5.44276
0 2 8 29 5.20683
0 2 8 30 5.34818
0 2 8 31 5.25848
0 2 8 32 4.48159
0 2 8 33 3.51755
0 2 9 10 5.75336
0 2 9 11 5.75336
0 2 9 12 5.75306
0 2 9 13 5.67453
0 2 9 14 5.58057
0 2 9 15 5.58057
0 2 9 16 5.75336
0 2 9 17 5.75174
0 2 9 18 5.58057
0 2 9 19 5.68023
0 2 9 20 5.58057
0 2 9 21 5.75174
0 2 9 22 5.58057
0 2 9 23 5.38297
0 2 9 24 5.71821
0 2 9 25 5.70366
0 2 9 26 5.6521
0 2 9 27 5.62741
0 2 9 28 5.65593
0 2 9 29 5.42549
0 2 9 30 5.47622
0 2 9 31 5.48239
0 2 9 32 4.54341
0 2 9 33 3.6908
0 2 10 11 5.80434
0 2 10 12 5.80405
0 2 10 13 5.73089
0 2 10 14 5.63129
0 2 10 15 5.63129
0 2 10 16 5.80434
0 2 10 17 5.80278
0 2 10 18 5.63129
0 2 10 19 5.72919
0 2 10 20 5.63129
0 2 10 21 5.80278
0 2 10 22 5.63129
0 2 10 23 5.44682
0 2 10 24 5.76294
0 2 10 25 5.74883
0 2 10 26 5.70288
0 2 10 27 5.6712
0 2 10 28 5.69907
0 2 10 29 5.48722
0 2 10 30 5.53124
0 2 10 31 5.53731
0 2 10 32 4.62582
0 2 10 33 3.6908
0 2 11 12 5.80405
0 2 11 13 5.73089
0 2 11 14 5.63129
0 2 11 15 5.63129
0 2 11 16 5.80434
0 2 11 17 5.80278
0 2 11 18 5.63129
0 2 11 19 5.72919
0 2 11 20 5.63129
0 2 11 21 5.80278
0 2 11 22 5.63129
0 2 11 23 5.44682
0 2 11 24 5.76294
0 2 11 25 5.74883
0 2 11 26 5.70288
0 2 11 27 5.6712
0 2 11 28 5.69907
0 2 11 29 5.48722
0 2 11 30 5.53124
0 2 11 31 5.53731
0 2 11 32 4.62582
0 2 11 33 3.6908
0 2 12 13 5.73086
0 2 12 14 5.63093
0 2 12 15 5.63093
0 2 12 16 5.80405
0 2 12 17 5.8025
0 2 12 18 5.63093
0 2 12 19 5.72897
0 2 12 20 5.63093
0 2 12 21 5.8025
0 2 12 22 5.63093
0 2 12 23 5.44633
0 2 12 24 5.76263
0 2 12 25 5.74852
0 2 12 26 5.70255
0 2 12 27 5.67086
0 2 12 28 5.69874
0 2 12 29 5.48677
0 2 12 30 5.53103
0 2 12 31 5.53688
0 2 12 32 4.62396
0 2 12 33 3.68826
0 2 13 14 5.55567
0 2 13 15 5.55567
0 2 13 16 5.73089
0 2 13 17 5.72295
0 2 13 18 5.55567
0 2 13 19 5.66374
0 2 13 20 5.55567
0 2 13 21 5.72295
0 2 13 22 5.55567
0 2 13 23 5.35192
0 2 13 24 5.69472
0 2 13 25 5.6797
0 2 13 26 5.62814
0 2 13 27 5.60271
0 2 13 28 5.63203
0 2 13 29 5.39621
0 2 13 30 5.46409
0 2 13 31 5.45386
0 2 13 32 4.47476
0 2 13 33 3.67692
0 2 14 15 5.46566
0 2 14 16 5.63129
0 2 14 17 5.62967
0 2 14 18 5.46566
0 2 14 19 5.56893
0 2 14 20 5.46566
0 2 14 21 5.62967
0 2 14 22 5.46566
0 2 14 23 5.25664
0 2 14 24 5.59985
0 2 14 25 5.58449
0 2 14 26 5.53176
0 2 14 27 5.50444
0 2 14 28 5.53566
0 2 14 29 5.30297
0 2 14 30 5.34818
0 2 14 31 5.35977
0 2 14 32 4.54341
0 2 14 33 3.61118
0 2 15 16 5.63129
0 2 15 17 5.62967
0 2 15 18 5.46566
0 2 15 19 5.56893
0 2 15 20 5.46566
0 2 15 21 5.62967
0 2 15 22 5.46566
0 2 15 23 5.25664
0 2 15 24 5.59985
0 2 15 25 5.58449
0 2 15 26 5.53176
0 2 15 27 5.50444
0 2 15 28 5.53566
0 2 15 29 5.30297
0 2 15 30 5.34818
0 2 15 31 5.35977
0 2 15 32 4.54341
0 2 15 33 3.61118
0 2 16 17 5.80278
0 2 16 18 5.63129
0 2 16 19 5.72919
0 2 16 20 5.63129
0 2 16 21 5.80278
0 2 16 22 5.63129
0 2 16 23 5.44682
0 2 16 24 5.76294
0 2 16 25 5.74883
0 2 16 26 5.70288
0 2 16 27 5.6712
0 2 16 28 5.69907
0 2 16 29 5.48722
0 2 16 30 5.53124
0 2 16 31 5.53731
0 2 16 32 4.62582
0 2 16 33 3.6908
0 2 17 18 5.62967
0 2 17 19 5.72838
0 2 17 20 5.62967
0 2 17 21 5.80134
0 2 17 22 5.62967
0 2 17 23 5.44437
0 2 17 24 5.76869
0 2 17 25 5.74734
0 2 17 26 5.70113
0 2 17 27 5.66959
0 2 17 28 5.69753
0 2 17 29 5.48494
0 2 17 30 5.53069
0 2 17 31 5.53512
0 2 17 32 4.61954
0 2 17 33 3.68329
0 2 18 19 5.56893
0 2 18 20 5.46566
0 2 18 21 5.62967
0 2 18 22 5.46566
0 2 18 23 5.25664
0 2 18 24 5.59985
0 2 18 25 5.58449
0 2 18 26 5.53176
0 2 18 27 5.50444
0 2 18 28 5.53566
0 2 18 29 5.30297
0 2 18 30 5.34818
0 2 18 31 5.35977
0 2 18 32 4.54341
0 2 18 33 3.61118
0 2 19 20 5.56893
0 2 19 21 5.72838
0 2 19 22 5.56893
0 2 19 23 5.36008
0 2 19 24 5.70034
0 2 19 25 5.68545
0 2 19 26 5.63391
0 2 19 27 5.60867
0 2 19 28 5.63778
0 2 19 29 5.40385
0 2 19 30 5.46754
0 2 19 31 5.45385
0 2 19 32 4.48671
0 2 19 33 3.68329
0 2 20 21 5.62967
0 2 20 22 5.46566
0 2 20 23 5.25664
0 2 20 24 5.59985
0 2 20 25 5.58449
0 2 20 26 5.53176
0 2 20 27 5.50444
0 2 20 28 5.53566
0 2 20 29 5.30297
0 2 20 30 5.34818
0 2 20 31 5.35977
0 2 20 32 4.54341
0 2 20 33 3.61118
0 2 21 22 5.62967
0 2 21 23 5.44437
0 2 21 24 5.76869
0 2 21 25 5.74734
0 2 21 26 5.70113
0 2 21 27 5.66959
0 2 21 28 5.69753
0 2 21 29 5.48494
0 2 21 30 5.53069
0 2 21 31 5.53512
0 2 21 32 4.61954
0 2 21 33 3.68329
0 2 22 23 5.25664
0 2 22 24 5.59985
0 2 22 25 5.58449
0 2 22 26 5.53176
0 2 22 27 5.50444
0 2 22 28 5.53566
0 2 22 29 5.30297
0 2 22 30 5.34818
0 2 22 31 5.35977
0 2 22 32 4.54341
0 2 22 33 3.61118
0 2 23 24 5.41991
0 2 23 25 5.43099
0 2 23 26 5.34304
0 2 23 27 5.36907
0 2 23 28 5.33605
0 2 23 29 5.21355
0 2 23 30 5.11643
0 2 23 31 5.17428
0 2 23 32 4.33835
0 2 23 33 3.39466
0 2 24 25 5.7283
0 2 24 26 5.65837
0 2 24 27 5.65493
0 2 24 28 5.66663
0 2 24 29 5.44632
0 2 24 30 5.48024
0 2 24 31 5.52274
0 2 24 32 4.55497
0 2 24 33 3.62072
0 2 25 26 5.64357
0 2 25 27 5.62912
0 2 25 28 5.65224
0 2 25 29 5.43596
0 2 25 30 5.46295
0 2 25 31 5.51485
0 2 25 32 4.54671
0 2 25 33 3.56797
0 2 26 27 5.5667
0 2 26 28 5.59514
0 2 26 29 5.42549
0 2 26 30 5.40965
0 2 26 31 5.41644
0 2 26 32 4.46646
0 2 26 33 3.68146
0 2 27 28 5.571
0 2 27 29 5.3576
0 2 27 30 5.37807
0 2 27 31 5.40674
0 2 27 32 4.42036
0 2 27 33 3.64443
0 2 28 29 5.37656
0 2 28 30 5.41341
0 2 28 31 5.48239
0 2 28 32 4.47462
0 2 28 33 3.67925
0 2 29 30 5.17776
0 2 29 31 5.18963
0 2 29 32 4.38526
0 2 29 33 3.4764
0 2 30 31 5.22361
0 2 30 32 4.42674
0 2 30 33 3.48462
0 2 31 32 4.41137
0 2 31 33 3.48033
0 2 32 33 3.14824
0 3 4 5 6.08813
0 3 4 6 6.08813
0 3 4 7 6.06735
0 3 4 8 5.77327
0 3 4 9 6.00606
0 3 4 10 6.08813
0 3 4 11 6.08813
0 3 4 12 6.08813
0 3 4 13 5.97503
0 3 4 14 5.95186
0 3 4 15 5.95186
0 3 4 16 6.08813
0 3 4 17 6.08543
0 3 4 18 5.95186
0 3 4 19 6.03002
0 3 4 20 5.95186
0 3 4 21 6.08543
0 3 4 22 5.95186
0 3 4 23 5.78269
0 3 4 24 6.05571
0 3 4 25 6.04825
0 3 4 26 6.00545
0 3 4 27 5.91409
0 3 4 28 5.94346
0 3 4 29 5.83106
0 3 4 30 5.81686
0 3 4 31 5.84544
0 3 4 32 4.90873
0 3 4 33 4.27981
0 3 5 6 6.08813
0 3 5 7 6.06735
0 3 5 8 5.77327
0 3 5 9 6.00606
0 3 5 10 6.08813
0 3 5 11 6.08813
0 3 5 12 6.08813
0 3 5 13 5.97503
0 3 5 14 5.95186
0 3 5 15 5.95186
0 3 5 16 6.08813
0 3 5 17 6.08543
0 3 5 18 5.95186
0 3 5 19 6.03002
0 3 5 20 5.95186
0 3 5 21 6.08543
0 3 5 22 5.95186
0 3 5 23 5.78269
0 3 5 24 6.05571
0 3 5 25 6.04825
0 3 5 26 6.00545
0 3 5 27 5.91409
0 3 5 28 5.94346
0 3 5 29 5.83106
0 3 5 30 5.81686
0 3 5 31 5.84544
0 3 5 32 4.90873
0 3 5 33 4.27981
0 3 6 7 6.06735
0 3 6 8 5.77327
0 3 6 9 6.00606
0 3 6 10 6.08813
0 3 6 11 6.08813
0 3 6 12 6.08813
0 3 6 13 5.97503
0 3 6 14 5.95186
0 3 6 15 5.95186
0 3 6 16 6.08813
0 3 6 17 6.08543
0 3 6 18 5.95186
0 3 6 19 6.03002
0 3 6 20 5.95186
0 3 6 21 6.08543
0 3 6 22 5.95186
0 3 6 23 5.78269
0 3 6 24 6.05571
0 3 6 25 6.04825
0 3 6 26 6.00545
0 3 6 27 5.91409
0 3 6 28 5.94346
0 3 6 29 5.83106
0 3 6 30 5.81686
0 3 6 31 5.84544
0 3 6 32 4.90873
0 3 6 33 4.27981
0 3 7 8 5.75371
0 3 7 9 5.98665
0 3 7 10 6.06735
0 3 7 11 6.06735
0 3 7 12 6.06735
0 3 7 13 5.95918
0 3 7 14 5.92794
0 3 7 15 5.92794
0 3 7 16 6.06735
0 3 7 17 6.06513
0 3 7 18 5.92794
0 3 7 19 6.01068
0 3 7 20 5.92794
0 3 7 21 6.06513
0 3 7 22 5.92794
0 3 7 23 5.75461
0 3 7 24 6.03434
0 3 7 25 6.02644
0 3 7 26 5.98267
0 3 7 27 5.89399
0 3 7 28 5.92371
0 3 7 29 5.80358
0 3 7 30 5.79777
0 3 7 31 5.81985
0 3 7 32 4.86405
0 3 7 33 4.17933
0 3 8 9 5.68223
0 3 8 10 5.77327
0 3 8 11 5.77327
0 3 8 12 5.77327
0 3 8 13 5.65073
