0 1 2 3 4 1.41421
0 2 3 10 11 2.10357
0 2 3 10 12 1.90693
0 2 3 10 13 1.90693
0 2 3 10 14 2.10357
0 2 3 11 12 2.16025
0 2 3 11 13 2.16025
0 2 3 11 14 2.24038
0 2 3 12 13 2.10639
0 2 3 12 14 2.10639
0 2 3 13 14 2.10639
0 2 4 5 6 2.23607
0 2 4 5 7 1.90693
0 2 4 5 8 1.96214
0 2 4 5 9 2.19449
0 2 4 5 10 2.12993
0 2 4 5 11 2.16556
0 2 4 5 12 2.05603
0 2 4 5 13 2.05603
0 2 4 5 14 2.19848
0 2 4 6 7 1.90693
0 2 4 6 8 2.04939
0 2 4 6 9 2.27689
0 2 4 6 10 2.21037
0 2 4 6 11 2.23846
0 2 4 6 12 2.16025
0 2 4 6 13 2.16025
0 2 4 6 14 2.2514
0 2 4 7 8 1.62019
0 2 4 7 9 1.90693
0 2 4 7 10 1.73205
0 2 4 7 11 1.90693
0 2 4 7 12 1.73205
0 2 4 7 13 1.73205
0 2 4 7 14 1.85164
0 2 4 8 9 2.08167
0 2 4 8 10 2.09069
0 2 4 8 11 2.00294
0 2 4 8 12 2
0 2 4 8 13 2
0 2 4 8 14 2.09069
0 2 4 9 10 2.21675
0 2 4 9 11 2.23846
0 2 4 9 12 2.13535
0 2 4 9 13 2.13535
0 2 4 9 14 2.26747
0 2 4 10 11 2.17945
0 2 4 10 12 2.09069
0 2 4 10 13 2.09069
0 2 4 10 14 2.22892
0 2 4 11 12 2.08167
0 2 4 11 13 2.08167
0 2 4 11 14 2.22354
0 2 4 12 13 2.04742
0 2 4 12 14 2.14154
0 2 4 13 14 2.14154
0 2 5 6 7 2
0 2 5 6 8 1.90693
0 2 5 6 9 2.21303
0 2 5 6 10 2.10357
0 2 5 6 11 2.19034
0 2 5 6 12 2.08738
0 2 5 6 13 2.08738
0 2 5 6 14 2.23607
0 2 5 7 8 1.62019
0 2 5 7 9 2
0 2 5 7 10 1.73205
0 2 5 7 11 2
0 2 5 7 12 1.90693
0 2 5 7 13 1.90693
0 2 5 7 14 1.90693
0 2 5 8 9 1.93309
0 2 5 8 10 1.96214
0 2 5 8 11 1.85164
0 2 5 8 12 2
0 2 5 8 13 2
0 2 5 8 14 1.96214
0 2 5 9 10 2.12132
0 2 5 9 11 2.19034
0 2 5 9 12 2.08296
0 2 5 9 13 2.08296
0 2 5 9 14 2.19449
0 2 5 10 11 2.07802
0 2 5 10 12 1.96214
0 2 5 10 13 1.96214
0 2 5 10 14 2.12993
0 2 5 11 12 2.04939
0 2 5 11 13 2.04939
0 2 5 11 14 2.16556
0 2 5 12 13 1.97531
0 2 5 12 14 2.05603
0 2 5 13 14 2.05603
0 2 6 7 8 1.62019
0 2 6 7 9 2.04939
0 2 6 7 10 1.73205
0 2 6 7 11 2.04939
0 2 6 7 12 2
0 2 6 7 13 2
0 2 6 7 14 1.93309
0 2 6 8 9 2.1391
0 2 6 8 10 2.10223
0 2 6 8 11 2.09069
0 2 6 8 12 2.08167
0 2 6 8 13 2.08167
0 2 6 8 14 2.12132
0 2 6 9 10 2.23607
0 2 6 9 11 2.35855
0 2 6 9 12 2.27798
0 2 6 9 13 2.27798
0 2 6 9 14 2.34521
0 2 6 10 11 2.21037
0 2 6 10 12 2.10223
0 2 6 10 13 2.10223
0 2 6 10 14 2.23607
0 2 6 11 12 2.2563
0 2 6 11 13 2.2563
0 2 6 11 14 2.31349
0 2 6 12 13 2.19644
0 2 6 12 14 2.23607
0 2 6 13 14 2.23607
0 2 7 8 9 1.62019
0 2 7 8 10 1.62019
0 2 7 8 11 1.62019
0 2 7 8 12 1.62019
0 2 7 8 13 1.62019
0 2 7 8 14 1.62019
0 2 7 9 10 1.73205
0 2 7 9 11 2.04939
0 2 7 9 12 2
0 2 7 9 13 2
0 2 7 9 14 1.93309
0 2 7 10 11 1.73205
0 2 7 10 12 1.62019
0 2 7 10 13 1.62019
0 2 7 10 14 1.73205
0 2 7 11 12 2
0 2 7 11 13 2
0 2 7 11 14 1.93309
0 2 7 12 13 1.93309
0 2 7 12 14 1.81265
0 2 7 13 14 1.81265
0 2 8 9 10 2.12132
0 2 8 9 11 2.09069
0 2 8 9 12 2.08167
0 2 8 9 13 2.08167
0 2 8 9 14 2.1391
0 2 8 10 11 2.04939
0 2 8 10 12 2.08167
0 2 8 10 13 2.08167
0 2 8 10 14 2.1391
0 2 8 11 12 2
0 2 8 11 13 2
0 2 8 11 14 2.08167
0 2 8 12 13 2.04742
0 2 8 12 14 2.08167
0 2 8 13 14 2.08167
0 2 9 10 11 2.21037
0 2 9 10 12 2.12132
0 2 9 10 13 2.12132
0 2 9 10 14 2.24695
0 2 9 11 12 2.2563
0 2 9 11 13 2.2563
0 2 9 11 14 2.31349
0 2 9 12 13 2.1965
0 2 9 12 14 2.23607
0 2 9 13 14 2.23607
0 2 10 11 12 2.04939
0 2 10 11 13 2.04939
0 2 10 11 14 2.21037
0 2 10 12 13 2.08167
0 2 10 12 14 2.1391
0 2 10 13 14 2.1391
0 2 11 12 13 2.173
0 2 11 12 14 2.19745
0 2 11 13 14 2.19745
0 2 12 13 14 2.23607
0 3 4 5 6 2.29907
0 3 4 5 7 2.10357
0 3 4 5 8 2
0 3 4 5 9 2.29907
0 3 4 5 10 2.23607
0 3 4 5 11 2.29907
0 3 4 5 12 2.10357
0 3 4 5 13 2.10357
0 3 4 5 14 2.29129
0 3 4 6 7 2.16556
0 3 4 6 8 2.28709
0 3 4 6 9 2.49313
0 3 4 6 10 2.44831
0 3 4 6 11 2.49313
0 3 4 6 12 2.33699
0 3 4 6 13 2.33699
0 3 4 6 14 2.48193
0 3 4 7 8 1.85164
0 3 4 7 9 2.16556
0 3 4 7 10 2.07802
0 3 4 7 11 2.16556
0 3 4 7 12 2
0 3 4 7 13 2
0 3 4 7 14 2.13809
0 3 4 8 9 2.28709
0 3 4 8 10 2.28709
0 3 4 8 11 2.28709
0 3 4 8 12 2.13664
0 3 4 8 13 2.13664
0 3 4 8 14 2.28709
0 3 4 9 10 2.44831
0 3 4 9 11 2.49313
0 3 4 9 12 2.33699
0 3 4 9 13 2.33699
0 3 4 9 14 2.48193
0 3 4 10 11 2.44831
0 3 4 10 12 2.28709
0 3 4 10 13 2.28709
0 3 4 10 14 2.44831
0 3 4 11 12 2.33699
0 3 4 11 13 2.33699
0 3 4 11 14 2.48193
0 3 4 12 13 2.19089
0 3 4 12 14 2.32266
0 3 4 13 14 2.32266
0 3 5 6 7 2.15297
0 3 5 6 8 2
0 3 5 6 9 2.32279
0 3 5 6 10 2.23607
0 3 5 6 11 2.32279
0 3 5 6 12 2.15297
0 3 5 6 13 2.15297
0 3 5 6 14 2.29907
0 3 5 7 8 1.73205
0 3 5 7 9 2.15297
0 3 5 7 10 2
0 3 5 7 11 2.15297
0 3 5 7 12 2
0 3 5 7 13 2
0 3 5 7 14 2.10357
0 3 5 8 9 2
0 3 5 8 10 2
0 3 5 8 11 2
0 3 5 8 12 1.73205
0 3 5 8 13 1.73205
0 3 5 8 14 2
0 3 5 9 10 2.23607
0 3 5 9 11 2.32279
0 3 5 9 12 2.15297
0 3 5 9 13 2.15297
0 3 5 9 14 2.29907
0 3 5 10 11 2.23607
0 3 5 10 12 2
0 3 5 10 13 2
0 3 5 10 14 2.23607
0 3 5 11 12 2.15297
0 3 5 11 13 2.15297
0 3 5 11 14 2.29907
0 3 5 12 13 2
0 3 5 12 14 2.10357
0 3 5 13 14 2.10357
0 3 6 7 8 1.96214
0 3 6 7 9 2.27913
0 3 6 7 10 2.10357
0 3 6 7 11 2.27913
0 3 6 7 12 2.16025
0 3 6 7 13 2.16025
0 3 6 7 14 2.24038
0 3 6 8 9 2.389
0 3 6 8 10 2.35488
0 3 6 8 11 2.389
0 3 6 8 12 2.28446
0 3 6 8 13 2.28446
0 3 6 8 14 2.37697
0 3 6 9 10 2.49516
0 3 6 9 11 2.60641
0 3 6 9 12 2.50333
0 3 6 9 13 2.50333
0 3 6 9 14 2.58404
0 3 6 10 11 2.49516
0 3 6 10 12 2.35488
0 3 6 10 13 2.35488
0 3 6 10 14 2.49516
0 3 6 11 12 2.50333
0 3 6 11 13 2.50333
0 3 6 11 14 2.58404
0 3 6 12 13 2.44949
0 3 6 12 14 2.46311
0 3 6 13 14 2.46311
0 3 7 8 9 1.96214
0 3 7 8 10 1.90693
0 3 7 8 11 1.96214
0 3 7 8 12 2
0 3 7 8 13 2
0 3 7 8 14 1.93309
0 3 7 9 10 2.10357
0 3 7 9 11 2.27913
0 3 7 9 12 2.16025
0 3 7 9 13 2.16025
0 3 7 9 14 2.24038
0 3 7 10 11 2.10357
0 3 7 10 12 1.90693
0 3 7 10 13 1.90693
0 3 7 10 14 2.10357
0 3 7 11 12 2.16025
0 3 7 11 13 2.16025
0 3 7 11 14 2.24038
0 3 7 12 13 2.10639
0 3 7 12 14 2.10639
0 3 7 13 14 2.10639
0 3 8 9 10 2.35488
0 3 8 9 11 2.389
0 3 8 9 12 2.28446
0 3 8 9 13 2.28446
0 3 8 9 14 2.37697
0 3 8 10 11 2.35488
0 3 8 10 12 2.23607
0 3 8 10 13 2.23607
0 3 8 10 14 2.35488
0 3 8 11 12 2.28446
0 3 8 11 13 2.28446
0 3 8 11 14 2.37697
0 3 8 12 13 2.19089
0 3 8 12 14 2.26385
0 3 8 13 14 2.26385
0 3 9 10 11 2.49516
0 3 9 10 12 2.35488
0 3 9 10 13 2.35488
0 3 9 10 14 2.49516
0 3 9 11 12 2.50333
0 3 9 11 13 2.50333
0 3 9 11 14 2.58404
0 3 9 12 13 2.44949
0 3 9 12 14 2.46311
0 3 9 13 14 2.46311
0 3 10 11 12 2.35488
0 3 10 11 13 2.35488
0 3 10 11 14 2.49516
0 3 10 12 13 2.23607
0 3 10 12 14 2.35488
0 3 10 13 14 2.35488
0 3 11 12 13 2.44949
0 3 11 12 14 2.46311
0 3 11 13 14 2.46311
0 3 12 13 14 2.38048
0 4 5 6 7 2.23607
0 4 5 6 8 2.35488
0 4 5 6 9 2.57391
0 4 5 6 10 2.49516
0 4 5 6 11 2.49313
0 4 5 6 12 2.40426
0 4 5 6 13 2.40426
0 4 5 6 14 2.52678
0 4 5 7 8 1.96214
0 4 5 7 9 2.19449
0 4 5 7 10 2.12993
0 4 5 7 11 2.16556
0 4 5 7 12 2.05603
0 4 5 7 13 2.05603
0 4 5 7 14 2.19848
0 4 5 8 9 2.37697
0 4 5 8 10 2.389
0 4 5 8 11 2.28709
0 4 5 8 12 2.28446
0 4 5 8 13 2.28446
0 4 5 8 14 2.389
0 4 5 9 10 2.50881
0 4 5 9 11 2.49313
0 4 5 9 12 2.41291
0 4 5 9 13 2.41291
0 4 5 9 14 2.54058
0 4 5 10 11 2.44831
0 4 5 10 12 2.389
0 4 5 10 13 2.389
0 4 5 10 14 2.51534
0 4 5 11 12 2.33699
0 4 5 11 13 2.33699
0 4 5 11 14 2.48193
0 4 5 12 13 2.38048
0 4 5 12 14 2.42507
0 4 5 13 14 2.42507
0 4 6 7 8 2.04939
0 4 6 7 9 2.27689
0 4 6 7 10 2.21037
0 4 6 7 11 2.23846
0 4 6 7 12 2.16025
0 4 6 7 13 2.16025
0 4 6 7 14 2.2514
0 4 6 8 9 2.66231
0 4 6 8 10 2.66231
0 4 6 8 11 2.61406
0 4 6 8 12 2.58844
0 4 6 8 13 2.58844
0 4 6 8 14 2.66231
0 4 6 9 10 2.75936
0 4 6 9 11 2.73434
0 4 6 9 12 2.67896
0 4 6 9 13 2.67896
0 4 6 9 14 2.77498
0 4 6 10 11 2.71343
0 4 6 10 12 2.66231
0 4 6 10 13 2.66231
0 4 6 10 14 2.75936
0 4 6 11 12 2.62202
0 4 6 11 13 2.62202
0 4 6 11 14 2.72385
0 4 6 12 13 2.64575
0 4 6 12 14 2.68164
0 4 6 13 14 2.68164
0 4 7 8 9 2.08167
0 4 7 8 10 2.09069
0 4 7 8 11 2.00294
0 4 7 8 12 2
0 4 7 8 13 2
0 4 7 8 14 2.09069
0 4 7 9 10 2.21675
0 4 7 9 11 2.23846
0 4 7 9 12 2.13535
0 4 7 9 13 2.13535
0 4 7 9 14 2.26747
0 4 7 10 11 2.17945
0 4 7 10 12 2.09069
0 4 7 10 13 2.09069
0 4 7 10 14 2.22892
0 4 7 11 12 2.08167
0 4 7 11 13 2.08167
0 4 7 11 14 2.22354
0 4 7 12 13 2.04742
0 4 7 12 14 2.14154
0 4 7 13 14 2.14154
0 4 8 9 10 2.67435
0 4 8 9 11 2.61406
0 4 8 9 12 2.60419
0 4 8 9 13 2.60419
0 4 8 9 14 2.67435
0 4 8 10 11 2.61406
0 4 8 10 12 2.64575
0 4 8 10 13 2.64575
0 4 8 10 14 2.68408
0 4 8 11 12 2.52543
0 4 8 11 13 2.52543
0 4 8 11 14 2.61406
0 4 8 12 13 2.53899
0 4 8 12 14 2.64575
0 4 8 13 14 2.64575
0 4 9 10 11 2.71343
0 4 9 10 12 2.67435
0 4 9 10 13 2.67435
0 4 9 10 14 2.7663
0 4 9 11 12 2.62202
0 4 9 11 13 2.62202
0 4 9 11 14 2.72385
0 4 9 12 13 2.62912
0 4 9 12 14 2.69077
0 4 9 13 14 2.69077
0 4 10 11 12 2.61406
0 4 10 11 13 2.61406
0 4 10 11 14 2.71343
0 4 10 12 13 2.64575
0 4 10 12 14 2.68408
0 4 10 13 14 2.68408
0 4 11 12 13 2.53899
0 4 11 12 14 2.62216
0 4 11 13 14 2.62216
0 4 12 13 14 2.62912
0 5 6 7 8 1.90693
0 5 6 7 9 2.21303
0 5 6 7 10 2.10357
0 5 6 7 11 2.19034
0 5 6 7 12 2.08738
0 5 6 7 13 2.08738
0 5 6 7 14 2.23607
0 5 6 8 9 2.35488
0 5 6 8 10 2.35488
0 5 6 8 11 2.28709
0 5 6 8 12 2.23607
0 5 6 8 13 2.23607
0 5 6 8 14 2.35488
0 5 6 9 10 2.49516
0 5 6 9 11 2.51151
0 5 6 9 12 2.42997
0 5 6 9 13 2.42997
0 5 6 9 14 2.57391
0 5 6 10 11 2.44831
0 5 6 10 12 2.35488
0 5 6 10 13 2.35488
0 5 6 10 14 2.49516
0 5 6 11 12 2.39046
0 5 6 11 13 2.39046
0 5 6 11 14 2.49313
0 5 6 12 13 2.44949
0 5 6 12 14 2.40426
0 5 6 13 14 2.40426
0 5 7 8 9 1.93309
0 5 7 8 10 1.96214
0 5 7 8 11 1.85164
0 5 7 8 12 2
0 5 7 8 13 2
0 5 7 8 14 1.96214
0 5 7 9 10 2.12132
0 5 7 9 11 2.19034
0 5 7 9 12 2.08296
0 5 7 9 13 2.08296
0 5 7 9 14 2.19449
0 5 7 10 11 2.07802
0 5 7 10 12 1.96214
0 5 7 10 13 1.96214
0 5 7 10 14 2.12993
0 5 7 11 12 2.04939
0 5 7 11 13 2.04939
0 5 7 11 14 2.16556
0 5 7 12 13 1.97531
0 5 7 12 14 2.05603
0 5 7 13 14 2.05603
0 5 8 9 10 2.37697
0 5 8 9 11 2.28709
0 5 8 9 12 2.26385
0 5 8 9 13 2.26385
0 5 8 9 14 2.37697
0 5 8 10 11 2.28709
0 5 8 10 12 2.28446
0 5 8 10 13 2.28446
0 5 8 10 14 2.389
0 5 8 11 12 2.13664
0 5 8 11 13 2.13664
0 5 8 11 14 2.28709
0 5 8 12 13 2.19089
0 5 8 12 14 2.28446
0 5 8 13 14 2.28446
0 5 9 10 11 2.44831
0 5 9 10 12 2.37697
0 5 9 10 13 2.37697
0 5 9 10 14 2.50881
0 5 9 11 12 2.39046
0 5 9 11 13 2.39046
0 5 9 11 14 2.49313
0 5 9 12 13 2.44949
0 5 9 12 14 2.41291
0 5 9 13 14 2.41291
0 5 10 11 12 2.28709
0 5 10 11 13 2.28709
0 5 10 11 14 2.44831
0 5 10 12 13 2.28446
0 5 10 12 14 2.389
0 5 10 13 14 2.389
0 5 11 12 13 2.23607
0 5 11 12 14 2.33699
0 5 11 13 14 2.33699
0 5 12 13 14 2.38048
0 6 7 8 9 2.1391
0 6 7 8 10 2.10223
0 6 7 8 11 2.09069
0 6 7 8 12 2.08167
0 6 7 8 13 2.08167
0 6 7 8 14 2.12132
0 6 7 9 10 2.23607
0 6 7 9 11 2.35855
0 6 7 9 12 2.27798
0 6 7 9 13 2.27798
0 6 7 9 14 2.34521
0 6 7 10 11 2.21037
0 6 7 10 12 2.10223
0 6 7 10 13 2.10223
0 6 7 10 14 2.23607
0 6 7 11 12 2.2563
0 6 7 11 13 2.2563
0 6 7 11 14 2.31349
0 6 7 12 13 2.19644
0 6 7 12 14 2.23607
0 6 7 13 14 2.23607
0 6 8 9 10 2.71163
0 6 8 9 11 2.68408
0 6 8 9 12 2.65417
0 6 8 9 13 2.65417
0 6 8 9 14 2.72172
0 6 8 10 11 2.66231
0 6 8 10 12 2.64575
0 6 8 10 13 2.64575
0 6 8 10 14 2.71163
0 6 8 11 12 2.64575
0 6 8 11 13 2.64575
0 6 8 11 14 2.67435
0 6 8 12 13 2.64575
0 6 8 12 14 2.66288
0 6 8 13 14 2.66288
0 6 9 10 11 2.75936
0 6 9 10 12 2.71163
0 6 9 10 13 2.71163
0 6 9 10 14 2.79903
0 6 9 11 12 2.74064
0 6 9 11 13 2.74064
0 6 9 11 14 2.80938
0 6 9 12 13 2.71341
0 6 9 12 14 2.76353
0 6 9 13 14 2.76353
0 6 10 11 12 2.66231
0 6 10 11 13 2.66231
0 6 10 11 14 2.75936
0 6 10 12 13 2.64575
0 6 10 12 14 2.71163
0 6 10 13 14 2.71163
0 6 11 12 13 2.68949
0 6 11 12 14 2.72279
0 6 11 13 14 2.72279
0 6 12 13 14 2.70157
0 7 8 9 10 2.12132
0 7 8 9 11 2.09069
0 7 8 9 12 2.08167
0 7 8 9 13 2.08167
0 7 8 9 14 2.1391
0 7 8 10 11 2.04939
0 7 8 10 12 2.08167
0 7 8 10 13 2.08167
0 7 8 10 14 2.1391
0 7 8 11 12 2
0 7 8 11 13 2
0 7 8 11 14 2.08167
0 7 8 12 13 2.04742
0 7 8 12 14 2.08167
0 7 8 13 14 2.08167
0 7 9 10 11 2.21037
0 7 9 10 12 2.12132
0 7 9 10 13 2.12132
0 7 9 10 14 2.24695
0 7 9 11 12 2.2563
