665	2	40	53
666	2	68	53
667	2	34	52
668	2	85	53
669	2	97	52
670	2	39	52
671	2	21	46
672	2	68	53
673	2	35	53
674	2	35	53
675	2	60	52
676	2	80	52
677	2	35	53
678	2	98	52
679	2	82	52
680	2	89	53
681	2	68	53
682	2	59	53
683	2	67	52
684	2	21	46
685	2	44	53
686	2	68	53
687	2	38	52
688	2	44	53
689	2	94	53
690	2	62	53
691	2	93	52
692	2	57	53
693	2	22	52
694	2	9	52
695	2	67	52
696	2	73	56
697	2	35	53
698	2	89	53
699	2	92	53
700	2	58	53
701	2	87	52
702	2	34	52
703	2	29	52
704	2	56	55
705	2	35	53
706	2	66	52
707	2	23	53
708	2	34	52
709	2	28	53
710	2	95	52
711	2	76	53
712	2	60	52
713	2	52	53
714	2	47	52
715	2	35	53
716	2	89	53
717	2	43	53
718	2	35	53
719	2	30	52
720	2	4	53
721	2	69	52
722	2	40	53
723	2	29	52
724	2	24	52
725	2	97	52
726	2	58	53
727	2	88	52
728	2	0	45
729	2	40	53
730	2	98	52
731	2	16	48
732	2	56	55
733	2	32	52
734	2	52	53
735	2	57	53
736	2	15	52
737	2	60	52
738	2	18	52
739	2	96	53
740	2	60	52
741	2	1	52
742	2	3	52
743	2	34	52
744	2	58	53
745	2	57	53
746	2	18	52
747	2	3	52
748	2	81	52
749	2	65	52
750	2	33	52
751	2	89	53
752	2	31	52
753	2	92	53
754	2	36	52
755	2	58	53
756	2	18	52
757	2	3	52
758	2	21	46
759	2	13	52
760	2	23	53
761	2	25	51
762	2	79	53
763	2	78	53
764	2	57	53
765	2	4	53
766	2	10	52
767	2	13	52
768	2	97	52
769	2	2	53
770	2	92	53
771	2	91	53
772	2	34	52
773	2	39	52
774	2	29	52
775	2	61	53
776	2	40	53
777	2	4	53
778	2	49	52
779	2	83	52
780	2	37	52
781	2	35	53
782	2	49	52
783	2	13	52
784	2	50	52
785	2	27	56
786	2	97	52
787	2	62	53
788	2	97	52
789	2	44	53
790	2	98	52
791	2	89	53
792	2	72	53
793	2	57	53
794	2	66	52
795	2	58	53
796	2	56	55
797	2	36	52
798	2	84	53
799	2	70	53
800	2	59	53
801	2	39	52
802	2	34	52
803	2	95	52
804	2	4	53
805	2	58	53
806	2	69	52
807	2	36	52
808	2	41	52
809	2	34	52
810	2	25	51
811	2	13	52
812	2	12	52
813	2	29	52
814	2	35	53
815	2	26	52
816	2	43	53
817	2	94	53
818	2	43	53
819	2	2	53
820	2	31	52
821	2	97	52
822	2	14	52
823	2	79	53
824	2	45	52
825	2	10	52
826	2	9	52
827	2	53	52
828	2	4	53
829	2	21	46
830	2	71	52
831	2	56	55
832	2	94	53
833	2	65	52
834	2	25	51
835	2	67	52
836	2	60	52
837	2	65	52
838	2	5	55
839	2	42	52
840	2	84	53
841	2	90	52
842	2	20	53
843	2	3	52
844	2	58	53
845	2	95	52
846	2	67	52
847	2	14	52
848	2	85	53
849	2	47	52
850	2	18	52
851	2	34	52
852	2	40	53
853	2	62	53
854	2	23	53
855	2	58	53
856	2	9	52
857	2	81	52
858	2	74	53
859	2	0	45
860	2	17	52
861	2	29	52
862	2	71	52
863	2	35	53
864	2	68	53
865	2	35	53
866	2	14	52
867	2	58	53
868	2	17	52
869	2	35	53
870	2	79	53
871	2	35	53
872	2	12	52
873	2	98	52
874	2	81	52
875	2	98	52
876	2	89	53
877	2	42	52
878	2	35	53
879	2	32	52
880	2	45	52
881	2	62	53
882	2	94	53
883	2	57	53
884	2	43	53
885	2	27	56
886	2	98	52
887	2	33	52
888	2	58	53
889	2	4	53
890	2	11	51
891	2	5	55
892	2	13	52
893	2	19	53
894	2	58	53
895	2	43	53
896	2	12	52
897	2	35	53
898	2	4	53
899	2	13	52
900	2	5	55
901	2	58	53
902	2	42	52
903	2	6	55
904	2	94	53
905	2	6	55
906	2	35	53
907	2	5	55
908	2	61	53
909	2	42	52
910	2	49	52
911	2	45	52
912	2	4	53
913	2	63	52
914	2	2	53
915	2	41	52
916	2	41	52
917	2	5	55
918	2	0	45
919	2	89	53
920	2	29	52
921	2	48	52
922	2	54	53
923	2	35	53
924	2	10	52
925	2	67	52
926	2	14	52
927	2	35	53
928	2	7	52
929	2	20	53
930	2	79	53
931	2	21	46
932	2	27	56
933	2	35	53
934	2	22	52
935	2	66	52
936	2	13	52
937	2	68	53
938	2	34	52
939	2	88	52
940	2	68	53
941	2	78	53
942	2	8	52
943	2	72	53
944	2	13	52
945	2	39	52
946	2	60	52
947	2	68	53
948	2	56	55
949	2	21	46
950	2	5	55
951	2	20	53
952	2	7	52
953	2	52	53
954	2	57	53
955	2	84	53
956	2	2	53
957	2	19	53
958	2	82	52
959	2	71	52
960	2	77	52
961	2	46	53
962	2	88	52
963	2	71	52
964	2	5	55
965	2	29	52
966	2	8	52
967	2	13	52
968	2	51	56
969	2	42	52
970	2	87	52
971	2	34	52
972	2	22	52
973	2	21	46
974	2	34	52
975	2	8	52
976	2	33	52
977	2	1	52
978	2	73	56
979	2	55	52
980	2	40	53
981	2	14	52
982	2	9	52
983	2	34	52
984	2	76	53
985	2	31	52
986	2	30	52
987	2	48	52
988	2	94	53
989	2	95	52
990	2	93	52
991	2	66	52
992	2	0	45
993	2	36	52
994	2	43	53
995	2	40	53
996	2	4	53
997	2	61	53
998	2	1	52
999	2	69	52
1000	2	84	53
1001	2	1	52
1002	2	26	52
1003	2	29	52
1004	2	10	52
1005	2	6	55
1006	2	45	52
1007	2	58	53
1008	2	71	52
1009	2	58	53
1010	2	20	53
1011	2	50	52
1012	2	8	52
1013	2	8	52
1014	2	4	53
1015	2	36	52
1016	2	79	53
1017	2	5	55
1018	2	84	53
1019	2	13	52
1020	2	37	52
1021	2	85	53
1022	2	28	53
1023	2	29	52
1024	2	57	53
1025	2	16	48
1026	2	78	53
1027	2	29	52
1028	2	34	52
1029	2	72	53
1030	2	4	53
1031	2	69	52
1032	2	65	52
1033	2	58	53
1034	2	84	53
1035	2	43	53
1036	2	35	53
1037	2	27	56
1038	2	55	52
1039	2	8	52
1040	2	66	52
1041	2	68	53
1042	2	92	53
1043	2	43	53
1044	2	76	53
1045	2	66	52
1046	2	8	52
1047	2	4	53
1048	2	70	53
1049	2	57	53
1050	2	54	53
1051	2	5	55
1052	2	67	52
1053	2	95	52
1054	2	24	52
1055	2	28	53
1056	2	43	53
1057	2	88	52
1058	2	86	52
1059	2	40	53
1060	2	59	53
1061	2	35	53
1062	2	82	52
1063	2	79	53
1064	2	24	52
1065	2	11	51
1066	2	71	52
1067	2	17	52
1068	2	73	56
1069	2	56	55
1070	2	89	53
1071	2	36	52
1072	2	31	52
1073	2	93	52
1074	2	45	52
1075	2	67	52
1076	2	14	52
1077	2	16	48
1078	2	25	51
1079	2	97	52
1080	2	37	52
1081	2	85	53
1082	2	67	52
1083	2	89	53
1084	2	13	52
1085	2	57	53
1086	2	23	53
1087	2	86	52
1088	2	39	52
1089	2	61	53
1090	2	9	52
1091	2	57	53
1092	2	47	52
1093	2	48	52
1094	2	36	52
1095	2	55	52
1096	2	63	52
1097	2	53	52
1098	2	0	45
1099	2	32	52
1100	2	38	52
1101	2	16	48
1102	2	34	52
1103	2	5	55
1104	2	56	55
1105	2	1	52
1106	2	14	52
1107	2	86	52
1108	2	85	53
1109	2	22	52
1110	2	87	52
1111	2	86	52
1112	2	35	53
1113	2	76	53
1114	2	81	52
1115	2	13	52
1116	2	76	53
1117	2	56	55
1118	2	77	52
1119	2	6	55
1120	2	37	52
1121	2	21	46
1122	2	89	53
1123	2	5	55
1124	2	67	52
1125	2	93	52
1126	2	92	53
1127	2	97	52
1128	2	28	53
1129	2	92	53
1130	2	39	52
1131	2	3	52
1132	2	81	52
1133	2	7	52
1134	2	62	53
1135	2	83	52
1136	2	94	53
1137	2	6	55
1138	2	24	52
1139	2	36	52
1140	2	22	52
1141	2	2	53
1142	2	58	53
1143	2	85	53
1144	2	58	53
1145	2	12	52
1146	2	6	55
1147	2	61	53
1148	2	35	53
1149	2	22	52
1150	2	2	53
1151	2	12	52
1152	2	94	53
1153	2	8	52
1154	2	38	52
1155	2	0	45
1156	2	12	52
1157	2	53	52
1158	2	5	55
1159	2	57	53
1160	2	37	52
1161	2	41	52
1162	2	21	46
1163	2	84	53
1164	2	61	53
1165	2	22	52
1166	2	43	53
1167	2	30	52
1168	2	16	48
1169	2	45	52
1170	2	13	52
1171	2	24	52
1172	2	39	52
1173	2	0	45
1174	2	34	52
1175	2	13	52
1176	2	62	53
1177	2	92	53
1178	2	71	52
1179	2	81	52
1180	2	41	52
1181	2	88	52
1182	2	93	52
1183	2	33	52
1184	2	2	53
1185	2	32	52
1186	2	93	52
1187	2	43	53
1188	2	94	53
1189	2	0	45
1190	2	37	52
1191	2	5	55
1192	2	49	52
1193	2	58	53
1194	2	42	52
1195	2	45	52
1196	2	32	52
1197	2	41	52
1198	2	30	52
1199	2	90	52
1200	2	14	52
1201	2	89	53
1202	2	1	52
1203	2	13	52
1204	2	34	52
1205	2	92	53
1206	2	77	52
1207	2	17	52
1208	2	53	52
1209	2	9	52
1210	2	47	52
1211	2	65	52
1212	2	52	53
1213	2	41	52
1214	2	42	52
1215	2	39	52
1216	2	71	52
1217	2	58	53
1218	2	15	52
1219	2	33	52
1220	2	63	52
1221	2	82	52
1222	2	39	52
1223	2	45	52
1224	2	12	52
1225	2	43	53
1226	2	94	53
1227	2	84	53
1228	2	23	53
1229	2	4	53
1230	2	12	52
1231	2	79	53
1232	2	67	52
1233	2	21	46
1234	2	87	52
1235	2	40	53
1236	2	34	52
1237	2	86	52
1238	2	34	52
1239	2	80	52
1240	2	9	52
1241	2	86	52
1242	2	96	53
1243	2	73	56
1244	2	1	52
1245	2	29	52
1246	2	58	53
1247	2	37	52
1248	2	75	52
1249	2	16	48
1250	2	34	52
1251	2	58	53
1252	2	23	53
1253	2	47	52
1254	2	26	52
1255	2	24	52
1256	2	38	52
1257	2	57	53
1258	2	34	52
1259	2	29	52
1260	2	57	53
1261	2	35	53
1262	2	29	52
1263	2	47	52
1264	2	44	53
1265	2	31	52
1266	2	50	52
1267	2	77	52
1268	2	42	52
1269	2	48	52
1270	2	54	53
1271	2	29	52
1272	2	87	52
1273	2	65	52
1274	2	35	53
1275	2	66	52
1276	2	94	53
1277	2	47	52
1278	2	61	53
1279	2	45	52
1280	2	0	45
1281	2	15	52
1282	2	20	53
1283	2	68	53
1284	2	15	52
1285	2	4	53
1286	2	14	52
1287	2	93	52
1288	2	5	55
1289	2	7	52
1290	2	66	52
1291	2	38	52
1292	2	60	52
1293	2	16	48
1294	2	31	52
1295	2	1	52
1296	2	32	52
1297	2	71	52
1298	2	39	52
1299	2	17	52
1300	2	89	53
1301	2	7	52
1302	2	63	52
1303	2	16	48
1304	2	78	53
1305	2	85	53
1306	2	41	52
1307	2	10	52
1308	2	35	53
1309	2	96	53
1310	2	72	53
1311	2	86	52
1312	2	71	52
1313	2	43	53
1314	2	46	53
1315	2	26	52
1316	2	54	53
1317	2	44	53
1318	2	35	53
1319	2	70	53
1320	2	15	52
1321	2	79	53
1322	2	8	52
1323	2	69	52
1324	2	62	53
1325	2	94	53
1326	2	98	52
1327	2	0	45
1328	2	7	52
1329	2	41	52
1330	2	48	52
1331	2	27	56
1332	2	9	52
1333	2	27	56
1334	2	24	52
1335	2	28	53
1336	2	64	53
1337	2	34	52
1338	2	44	53
1339	2	18	52
1340	2	77	52
1341	2	27	56
1342	2	21	46
1343	2	35	53
1344	2	65	52
1345	2	20	53
1346	2	61	53
1347	2	34	52
1348	2	10	52
1349	2	70	53
1350	2	69	52
1351	2	59	53
1352	2	29	52
1353	2	54	53
1354	2	55	52
1355	2	20	53
1356	2	20	53
1357	2	75	52
1358	2	16	48
1359	2	6	55
1360	2	34	52
1361	2	4	53
1362	2	75	52
1363	2	96	53
1364	2	17	52
1365	2	37	52
1366	2	19	53
1367	2	67	52
1368	2	89	53
1369	2	57	53
1370	2	7	52
1371	2	83	52
1372	2	69	52
1373	2	43	53
1374	2	41	52
1375	2	25	51
1376	2	9	52
1377	2	33	52
1378	2	75	52
1379	2	5	55
1380	2	18	52
1381	2	78	53
1382	2	96	53
1383	2	57	53
1384	2	58	53
1385	2	65	52
1386	2	18	52
1387	2	46	53
1388	2	69	52
1389	2	57	53
1390	2	29	52
1391	2	6	55
1392	2	28	53
1393	2	61	53
1394	2	35	53
1395	2	58	53
1396	2	21	46
1397	2	3	52
1398	2	7	52
1399	2	89	53
1400	2	90	52
1401	2	82	52
1402	2	83	52
1403	2	13	52
1404	2	46	53
1405	2	19	53
1406	2	3	52
1407	2	64	53
1408	2	85	53
1409	2	86	52
1410	2	31	52
1411	2	15	52
1412	2	3	52
1413	2	89	53
1414	2	69	52
1415	2	35	53
1416	2	58	53
1417	2	44	53
1418	2	34	52
1419	2	35	53
1420	2	57	53
1421	2	73	56
1422	2	0	45
1423	2	68	53
1424	2	70	53
1425	2	76	53
1426	2	13	52
1427	2	47	52
1428	2	95	52
1429	2	34	52
1430	2	80	52
1431	2	31	52
1432	2	2	53
1433	2	34	52
1434	2	29	52
1435	2	36	52
1436	2	52	53
1437	2	77	52
1438	2	29	52
1439	2	77	52
1440	2	58	53
1441	2	35	53
1442	2	38	52
1443	2	39	52
1444	2	50	52
1445	2	3	52
1446	2	88	52
1447	2	68	53
1448	2	64	53
1449	2	12	52
1450	2	93	52
1451	2	12	52
1452	2	1	52
1453	2	58	53
1454	2	34	52
1455	2	36	52
1456	2	88	52
1457	2	86	52
1458	2	13	52
1459	2	62	53
1460	2	53	52
1461	2	55	52
1462	2	62	53
1463	2	53	52
1464	2	63	52
1465	2	54	53
1466	2	57	53
1467	2	37	52
1468	2	98	52
1469	2	15	52
1470	2	27	56
1471	2	38	52
1472	2	56	55
1473	2	33	52
1474	2	54	53
1475	2	28	53
1476	2	40	53
1477	2	29	52
1478	2	74	53
1479	2	6	55
1480	2	76	53
1481	2	35	53
1482	2	49	52
1483	2	89	53
1484	2	48	52
1485	2	2	53
1486	2	32	52
1487	2	61	53
1488	2	44	53
1489	2	65	52
1490	2	67	52
1491	2	87	52
1492	2	37	52
1493	2	61	53
1494	2	58	53
1495	2	32	52
1496	2	29	52
1497	2	85	53
1498	2	41	52
1499	2	7	52
1500	2	67	52
1501	2	25	51
1502	2	58	53
1503	2	40	53
1504	2	5	55
1505	2	40	53
1506	2	8	52
1507	2	69	52
1508	2	94	53
1509	2	10	52
1510	2	67	52
1511	2	37	52
1512	2	27	56
1513	2	28	53
1514	2	59	53
1515	2	92	53
1516	2	96	53
1517	2	57	53
1518	2	9	52
1519	2	12	52
1520	2	10	52
1521	2	34	52
1522	2	9	52
1523	2	73	56
1524	2	34	52
1525	2	91	53
1526	2	18	52
1527	2	18	52
1528	2	20	53
1529	2	24	52
1530	2	88	52
1531	2	1	52
1532	2	10	52
1533	2	8	52
1534	2	70	53
1535	2	51	56
1536	2	83	52
1537	2	9	52
1538	2	67	52
1539	2	35	53
1540	2	37	52
1541	2	72	53
1542	2	20	53
1543	2	31	52
1544	2	14	52
1545	2	97	52
1546	2	29	52
1547	2	82	52
1548	2	85	53
1549	2	13	52
1550	2	57	53
1551	2	26	52
1552	2	34	52
1553	2	62	53
1554	2	56	55
1555	2	63	52
1556	2	0	45
1557	2	15	52
1558	2	27	56
1559	2	67	52
1560	2	68	53
1561	2	93	52
1562	2	17	52
1563	2	2	53
1564	2	10	52
1565	2	18	52
1566	2	35	53
1567	2	3	52
1568	2	54	53
1569	2	15	52
1570	2	41	52
1571	2	0	45
1572	2	68	53
1573	2	43	53
1574	2	4	53
1575	2	94	53
1576	2	66	52
1577	2	28	53
1578	2	35	53
1579	2	32	52
1580	2	40	53
1581	2	14	52
1582	2	18	52
1583	2	45	52
1584	2	59	53
1585	2	50	52
1586	2	16	48
1587	2	91	53
1588	2	44	53
1589	2	87	52
1590	2	33	52
1591	2	59	53
1592	2	6	55
1593	2	13	52
1594	2	35	53
1595	2	13	52
1596	2	13	52
1597	2	87	52
1598	2	44	53
1599	2	34	52
1600	2	60	52
1601	2	87	52
1602	2	13	52
1603	2	1	52
1604	2	85	53
1605	2	42	52
1606	2	86	52
1607	2	45	52
1608	2	70	53
1609	2	27	56
1610	2	39	52
1611	2	30	52
1612	2	34	52
1613	2	28	53
1614	2	38	52
1615	2	62	53
1616	2	17	52
1617	2	44	53
1618	2	76	53
1619	2	15	52
1620	2	68	53
1621	2	35	53
1622	2	65	52
1623	2	69	52
1624	2	95	52
1625	2	64	53
1626	2	26	52
1627	2	71	52
1628	2	92	53
1629	2	44	53
1630	2	5	55
1631	2	69	52
1632	2	84	53
1633	2	93	52
1634	2	2	53
1635	2	23	53
1636	2	31	52
1637	2	67	52
1638	2	63	52
1639	2	70	53
1640	2	18	52
